EventID,Proyek,Sumber Lead,Tanggal,Hari Ke,Target Lead Harian,Leads Didapat,Cumulative Leads,Achievement %
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 30 Maret 2026",,,6,136,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 31 Maret 2026",,,2,138,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 01 April 2026",,,3,141,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 02 April 2026",,,2,143,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Jumat, 03 April 2026",,,4,147,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Sabtu, 04 April 2026",,,2,149,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 05 April 2026",,,4,153,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 06 April 2026",,,3,156,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 07 April 2026",,,3,159,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 08 April 2026",,,5,164,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 09 April 2026",,,4,168,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Jumat, 10 April 2026",,,3,171,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Sabtu, 11 April 2026",,,4,175,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 12 April 2026",,,4,179,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 13 April 2026",,,5,184,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 14 April 2026",,,5,189,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 15 April 2026",,,9,198,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 16 April 2026",,,2,200,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Jumat, 17 April 2026",,,4,204,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Sabtu, 18 April 2026",,,6,210,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 19 April 2026",,,5,215,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 20 April 2026",,,7,222,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 21 April 2026",,,8,230,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 22 April 2026",,,17,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 23 April 2026",,,14,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Jumat, 24 April 2026",,,10,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Sabtu, 25 April 2026",,,5,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Minggu, 26 April 2026",,,3,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Senin, 27 April 2026",,,5,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Selasa, 28 April 2026",,,7,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Rabu, 29 April 2026",,,8,,
EV-20260202-TEGAL-26,TEGAL,Promo DP 7 JT Cashback 2JT Kavling Selain Blok A,"Kamis, 30 April 2026",,,5,,
